source,spectral_type_string,spectral_type_code,2MASS.H,2MASS.J,2MASS.Ks,WISE.W1,WISE.W2
2MASS J21513979+3402444,L7 pec (sl. blue),77.0,15.8,16.704,14.983,14.191,13.917
2MASS J21522609+0937575,L6:,76.0,14.08,15.19,13.343,12.543,12.144
2MASS J21542494-1023022,T4.5,84.5,16.454,16.425,,,14.561
2MASS J21543318+5942187,T5,85.0,15.765,15.661,,15.329,13.574
2MASS J21543454-1055308,L4 INT-G,74.0,15.069,16.44,14.199,13.349,12.917
2MASS J21543454-1055308,L4 beta,74.0,15.069,16.44,14.199,13.349,12.917
2MASS J21555848+2345307,L2,72.0,14.951,15.986,14.268,13.831,13.578
2MASS J21574904-5534420,L0::,70.0,13.44,14.26,13.0,12.693,12.435
2MASS J21580457-1550098,L4:,74.0,13.867,15.04,13.185,12.571,12.226
2MASS J21580457-1550098,L5,75.0,13.867,15.04,13.185,12.571,12.226
2MASS J22062157-6116284,L1.0 FLD-G,71.0,15.678,16.611,14.942,14.552,14.314
2MASS J22062520+3301144,T1.5,81.5,15.89,16.58,15.75,15.255,14.479
2MASS J22064498-4217208,L3.3 INT-G,73.3,14.45,15.555,13.609,12.823,12.376
2MASS J22064498-4217208,L4 gamma,74.0,14.45,15.555,13.609,12.823,12.376
2MASS J22081363+2921215,L3 gamma,73.0,14.793,15.797,14.148,13.354,12.888
2MASS J22081363+2921215,L3: VL-G,73.0,14.793,15.797,14.148,13.354,12.888
2MASS J22092183-2711329,T2.5,82.5,15.138,15.786,15.097,14.564,13.547
2MASS J22114470+6856262,L2,72.0,14.813,15.712,14.185,13.77,13.536
2MASS J22120703+3430351,L5:,75.0,15.182,16.316,14.37,13.71,13.4
2MASS J22120703+3430351,L6,76.0,15.182,16.316,14.37,13.71,13.4
2MASS J22134491-2136079,L0 gamma,70.0,14.404,15.376,13.756,13.204,12.832
2MASS J22134491-2136079,L0: VL-G,70.0,14.404,15.376,13.756,13.204,12.832
2MASS J22153705+2110554,T1 pec,81.0,15.187,15.997,14.824,14.223,13.526
2MASS J22244381-0158521,L3: FLD-G,73.0,12.818,14.073,12.022,11.361,11.121
2MASS J22244381-0158521,L4.5,74.5,12.818,14.073,12.022,11.361,11.121
2MASS J22282889-4310262,T6,86.0,15.363,15.662,15.296,15.155,13.328
2MASS J22351658-3844154,L1.4 VL-G,71.4,14.272,15.18,13.63,13.01,12.67
2MASS J22380742+4353179,L0.6,70.6,13.046,13.84,12.52,12.194,11.942
2MASS J22380742+4353179,L1.5,71.5,13.046,13.84,12.52,12.194,11.942
2MASS J22425317+2542573,L3,73.0,13.744,14.812,13.048,12.514,12.223
2MASS J22431696-5932206,L0:,70.0,13.39,14.07,12.837,12.51,12.269
2MASS J22431696-5932206,L0::,70.0,13.39,14.07,12.837,12.51,12.269
2MASS J22443167+2043433,L6.5,76.5,14.999,16.476,14.022,12.775,12.108
2MASS J22443167+2043433,L6: VL-G,76.0,14.999,16.476,14.022,12.775,12.108
2MASS J22444905-3045535,L0.2 FLD-G,70.2,13.923,14.645,13.479,13.195,12.871
2MASS J22490917+3205489,L5,75.0,14.353,15.482,13.588,12.999,12.693
2MASS J22495345+0044046,L3: INT-G,73.0,15.421,16.587,14.358,13.573,13.106
2MASS J22495345+0044046,L4 gamma,74.0,15.421,16.587,14.358,13.573,13.106
2MASS J22521073-1730134,L7.5,77.5,13.36,14.313,12.901,12.17,11.75
2MASS J22545194-2840253,L0.5,70.5,13.432,14.134,12.955,12.567,12.349
2MASS J22551861-5713056,L5.5,75.5,13.189,14.083,12.579,12.042,11.663
2MASS J22551861-5713056,L6:,76.0,13.189,14.083,12.579,12.042,11.663
2MASS J23072655+8753294,L3:,73.0,13.84,14.69,13.17,12.607,12.327
2MASS J23101846-1759090,L0:,70.0,13.58,14.38,12.969,12.593,12.285
2MASS J23101846-1759090,L1:,71.0,13.58,14.38,12.969,12.593,12.285
2MASS J23153135+0617146,L0 gamma,70.0,14.757,15.861,14.065,13.552,13.095
2MASS J23153135+0617146,L2 VL-G,72.0,14.757,15.861,14.065,13.552,13.095
2MASS J23155665-4747315,L5.2 FLD-G,75.2,15.08,16.081,14.46,13.9,13.635
2MASS J23174712-4838501,L4,74.0,13.925,15.15,13.181,12.381,11.942
2MASS J23174712-4838501,L6.5 pec (red),76.5,13.925,15.15,13.181,12.381,11.942
2MASS J23185497-1301106,T5,85.0,15.237,15.553,15.024,15.093,13.809
2MASS J23211254-1326282,L1,71.0,13.58,14.5,13.14,12.853,12.605
2MASS J23224684-3133231,L0 beta,70.0,12.789,13.577,12.324,11.974,11.707
2MASS J23224684-3133231,L2: INT-G,72.0,12.789,13.577,12.324,11.974,11.707
2MASS J23225299-6151275,L1.8 VL-G,71.8,14.54,15.54,13.86,13.239,12.841
2MASS J23225299-6151275,L2 gamma,72.0,14.54,15.54,13.86,13.239,12.841
2MASS J23245065-5817554,L3,73.0,14.49,15.57,13.85,13.364,13.076
2MASS J23254530+4251488,L7.5:,77.5,14.452,15.493,13.764,12.996,12.539
2MASS J23254530+4251488,L8,78.0,14.452,15.493,13.764,12.996,12.539
2MASS J23255604-0259508,L1.3 INT-G,71.3,14.935,15.961,14.115,13.695,13.348
2MASS J23255604-0259508,L3:,73.0,14.935,15.961,14.115,13.695,13.348
2MASS J23302258-0347189,L0.5,70.5,13.745,14.475,13.121,12.826,12.582
2MASS J23302258-0347189,L1:,71.0,13.745,14.475,13.121,12.826,12.582
2MASS J23312378-4718274,T5,85.0,15.51,15.659,15.389,14.775,13.392
2MASS J23322678+1234530,T0 pec,80.0,16.504,16.892,15.697,15.176,14.779
2MASS J23392527+3507165,L3.0 FLD-G,73.0,14.351,15.36,13.59,13.055,12.751
2MASS J23392527+3507165,L3.5,73.5,14.351,15.36,13.59,13.055,12.751
2MASS J23433470-3646021,L3.7 VL-G,73.7,15.011,16.568,14.194,13.142,12.623
2MASS J23440624-0733282,L4.5,74.5,13.846,14.802,13.232,12.622,12.337
2MASS J23440624-0733282,L6.0,76.0,13.846,14.802,13.232,12.622,12.337
2MASS J23512200+3010540,L5.5,75.5,14.571,15.849,14.018,13.209,12.86
2MASS J23512200+3010540,L5: FLD-G,75.0,14.571,15.849,14.018,13.209,12.86
2MASS J23565477-1553111,T5.5,85.5,15.63,15.824,15.771,15.507,13.707
2MASSI J0006205-172051,L2.5,72.5,14.646,15.662,14.01,13.466,13.163
2MASSI J0006205-172051,L3.0,73.0,14.646,15.662,14.01,13.466,13.163
2MASSI J0013578-223520,L4,74.0,14.595,15.775,14.036,13.33,13.035
2MASSI J0013578-223520,L5.7,75.7,14.595,15.775,14.036,13.33,13.035
2MASSI J0028394+150141,L3,73.0,15.256,16.507,14.556,13.854,13.529
2MASSI J0028394+150141,L4.5,74.5,15.256,16.507,14.556,13.854,13.529
2MASSI J0032431-223727,L1,71.0,14.512,15.388,13.962,13.691,13.479
2MASSI J0104075-005328,L5,75.0,15.638,16.531,15.327,14.639,14.411
2MASSI J0104075-005328,L5.8:,75.8,15.638,16.531,15.327,14.639,14.411
2MASSI J0125369-343505,L1.2,71.2,14.474,15.522,13.898,13.46,13.187
2MASSI J0125369-343505,L2,72.0,14.474,15.522,13.898,13.46,13.187
2MASSI J0224367+253704,L2,72.0,15.411,16.584,14.694,14.375,14.12
2MASSI J0224367+253704,L2.3,72.3,15.411,16.584,14.694,14.375,14.12
2MASSI J0302012+135814,L2.7:,72.7,15.434,16.533,14.632,14.207,13.908
2MASSI J0302012+135814,L3,73.0,15.434,16.533,14.632,14.207,13.908
2MASSI J0409095+210439,L3,73.0,14.497,15.508,13.85,13.288,12.982
2MASSI J0409095+210439,L3.4,73.4,14.497,15.508,13.85,13.288,12.982
2MASSI J0421072-630602,L4.2 INT-G,74.2,14.284,15.565,13.448,,12.159
2MASSI J0421072-630602,L5,75.0,14.284,15.565,13.448,,12.159
2MASSI J0421072-630602,L5 beta,75.0,14.284,15.565,13.448,,12.159
2MASSI J0443058-320209,L5,75.0,14.35,15.273,13.877,13.048,12.743
2MASSI J0443058-320209,L6.4:,76.4,14.35,15.273,13.877,13.048,12.743
2MASSI J0502134+144236,L0,70.0,13.392,14.271,12.955,12.652,12.388
2MASSI J0753321+291711,L2,72.0,14.527,15.516,13.849,13.344,13.028
2MASSI J0753321+291711,L2.0,72.0,14.527,15.516,13.849,13.344,13.028
2MASSI J0755480+221218,T5,85.0,15.669,15.728,15.753,15.322,13.515
2MASSI J0755480+221218,T6,86.0,15.669,15.728,15.753,15.322,13.515
2MASSI J0756252+124456,L6,76.0,15.758,16.659,14.73,14.137,13.685
2MASSI J0953212-101420,L0,70.0,12.644,13.469,12.142,11.757,11.404
2MASSI J1029216+162652,L2.5,72.5,13.331,14.294,12.623,12.199,11.919
2MASSI J1029216+162652,L2.8,72.8,13.331,14.294,12.623,12.199,11.919
2MASSI J1315309-264951,L5.5,75.5,14.058,15.195,13.462,12.795,12.383
2MASSI J1315309-264951,L6.7,76.7,14.058,15.195,13.462,12.795,12.383
2MASSI J1332286+263508,L2,72.0,15.122,16.076,14.348,14.122,13.908
2MASSI J1438082+640836,L0.2,70.2,12.161,12.985,11.65,11.396,11.182
2MASSI J1534498-295227,T5.5,85.5,14.866,14.9,14.843,14.283,12.685
2MASSI J1534498-295227,T6,86.0,14.866,14.9,14.843,14.283,12.685
2MASSI J1546271-332511,T5.5,85.5,15.446,15.631,15.485,15.296,13.445
2MASSI J1553022+153236,T6.5,86.5,15.939,15.825,15.507,15.232,13.092
2MASSI J1600054+170832,L1.5,71.5,15.106,16.045,14.678,14.143,13.861
2MASSI J1600054+170832,L1.8,71.8,15.106,16.045,14.678,14.143,13.861
2MASSI J1656188+283506,L4.5,74.5,,,,14.486,14.189
2MASSI J1658037+702701,L1,71.0,12.47,13.288,11.915,11.604,11.384
2MASSI J1711457+223204,L5.0+T5.5,75.0,15.797,17.089,14.727,14.375,13.877
2MASSI J1711457+223204,L6.5,76.5,15.797,17.089,14.727,14.375,13.877
2MASSI J1711457+223204,L9::,79.0,15.797,17.089,14.727,14.375,13.877
2MASSI J2054358+151904,L0.3,70.3,15.425,16.37,14.983,14.51,14.385
2MASSI J2054358+151904,L1:,71.0,15.425,16.37,14.983,14.51,14.385
2MASSI J2057153+171515,L1.5,71.5,15.191,15.965,14.498,14.233,14.06
2MASSI J2254188+312349,T4,84.0,15.018,15.262,14.902,14.601,13.316
2MASSI J2254188+312349,T5,85.0,15.018,15.262,14.902,14.601,13.316
2MASSI J2339101+135230,T5,85.0,15.822,16.239,16.147,15.412,13.899
2MASSW J0030438+313932,L2,72.0,14.62,15.48,14.03,13.444,13.149
2MASSW J0030438+313932,L3.2,73.2,14.62,15.48,14.03,13.444,13.149
2MASSW J0129122+351758,L3.0 FLD-G,73.0,15.343,16.779,14.696,14.066,13.752
2MASSW J0129122+351758,L4,74.0,15.343,16.779,14.696,14.066,13.752
2MASSW J0135358+120522,L0.6,70.6,13.53,14.41,12.918,12.504,12.276
2MASSW J0135358+120522,L1.5,71.5,13.53,14.41,12.918,12.504,12.276
2MASSW J0147334+345311,L0.5,70.5,14.162,14.946,13.574,13.168,12.919
2MASSW J0147334+345311,L1.0,71.0,14.162,14.946,13.574,13.168,12.919
2MASSW J0208549+250048,L5,75.0,14.974,16.206,14.405,13.662,13.291
2MASSW J0208549+250048,L5.9,75.9,14.974,16.206,14.405,13.662,13.291
2MASSW J0242435+160739,L1.5,71.5,14.998,15.776,14.349,14.032,13.781
2MASSW J0242435+160739,L1.7,71.7,14.998,15.776,14.349,14.032,13.781
2MASSW J0306268+154514,L6.0:,76.0,16.243,17.106,15.133,14.168,13.734
2MASSW J0306268+154514,L6:,76.0,16.243,17.106,15.133,14.168,13.734
2MASSW J0309088-194938,L4.5,74.5,14.656,15.752,14.057,13.393,13.125
2MASSW J0309088-194938,L4.9,74.9,14.656,15.752,14.057,13.393,13.125
2MASSW J0310599+164816,L8,78.0,14.932,16.025,14.312,13.361,12.811
2MASSW J0310599+164816,L9,79.0,14.932,16.025,14.312,13.361,12.811
2MASSW J0310599+164816,T2,82.0,14.932,16.025,14.312,13.361,12.811
2MASSW J0320284-044636,L0.5,70.5,12.535,13.259,12.134,11.859,11.509
2MASSW J0355419+225702,L2.9,72.9,15.052,16.111,14.284,13.62,13.301
2MASSW J0355419+225702,L3,73.0,15.052,16.111,14.284,13.62,13.301
2MASSW J0708213+295035,L5,75.0,15.562,16.716,14.765,14.209,13.945
2MASSW J0708213+295035,L5.4:,75.4,15.562,16.716,14.765,14.209,13.945
2MASSW J0740096+321203,L4.0,74.0,14.862,16.191,14.222,13.481,13.196
2MASSW J0740096+321203,L4.5,74.5,14.862,16.191,14.222,13.481,13.196
2MASSW J0801405+462850,L5.5,75.5,15.452,16.275,14.536,14.023,13.81
2MASSW J0801405+462850,L6,76.0,15.452,16.275,14.536,14.023,13.81
2MASSW J0801405+462850,L6.5,76.5,15.452,16.275,14.536,14.023,13.81
2MASSW J0829066+145622,L1.0,71.0,13.801,14.75,13.166,12.798,12.559
2MASSW J0829066+145622,L2,72.0,13.801,14.75,13.166,12.798,12.559
2MASSW J0829570+265510,L6.4::,76.4,15.807,17.109,14.959,13.908,13.468
2MASSW J0829570+265510,L6.5,76.5,15.807,17.109,14.959,13.908,13.468
2MASSW J0832045-012835,L1.5,71.5,13.318,14.128,12.712,12.414,12.171
2MASSW J0832045-012835,L1:,71.0,13.318,14.128,12.712,12.414,12.171
2MASSW J0913032+184150,L3,73.0,14.844,15.966,14.279,13.786,13.527
2MASSW J0918382+213406,L2.5,72.5,,15.662,13.903,13.419,13.145
2MASSW J0918382+213406,L2.7,72.7,,15.662,13.903,13.419,13.145
2MASSW J0944027+313132,L1.7,71.7,14.629,15.495,14.007,,13.264
2MASSW J0944027+313132,L2,72.0,14.629,15.495,14.007,,13.264
2MASSW J1035245+250745,L1,71.0,13.911,14.758,13.286,12.992,12.746
2MASSW J1035245+250745,L1.1,71.1,13.911,14.758,13.286,12.992,12.746
2MASSW J1102337-235945,L4.5,74.5,15.554,16.722,14.593,14.104,13.781
2MASSW J1122362-391605,L3,73.0,14.682,15.705,13.875,13.505,13.238
2MASSW J1122362-391605,L3.7::,73.7,14.682,15.705,13.875,13.505,13.238
2MASSW J1123556+412228,L2.5,72.5,15.088,16.074,14.341,13.822,13.499
2MASSW J1145572+231730,L1.5,71.5,14.549,15.385,13.945,13.52,13.28
2MASSW J1246467+402715,L4,74.0,13.942,15.088,13.281,12.588,12.224
2MASSW J1246467+402715,L4.0,74.0,13.942,15.088,13.281,12.588,12.224
2MASSW J1326201-272937,L5,75.0,14.741,15.847,13.852,12.844,12.375
2MASSW J1326201-272937,L6.6:,76.6,14.741,15.847,13.852,12.844,12.375
2MASSW J1334062+194034,L1.5,71.5,14.833,15.48,14.0,13.662,13.419
2MASSW J1338261+414034,L2.4,72.4,13.311,14.221,12.771,12.309,12.053
2MASSW J1338261+414034,L2.5,72.5,13.311,14.221,12.771,12.309,12.053
2MASSW J1342236+175156,L2.5,72.5,15.049,16.135,14.59,13.976,13.705
2MASSW J1411175+393636,L1.5,71.5,13.772,14.64,13.239,12.791,12.547
2MASSW J1412244+163312,L0.5,70.5,13.15,13.888,12.521,12.179,11.942
2MASSW J1438549-130910,L3:,73.0,14.504,15.49,13.863,13.321,13.023
2MASSW J1439409+182637,L1,71.0,15.454,16.22,14.542,14.335,14.122
2MASSW J1449378+235537,L0,70.0,15.004,15.818,14.311,14.172,13.958
2MASSW J1553214+210907,L5.5,75.5,15.337,16.703,14.678,13.793,13.338
2MASSW J1553214+210907,L6.6:,76.6,15.337,16.703,14.678,13.793,13.338
2MASSW J1615441+355900,L3,73.0,13.515,14.539,12.935,12.673,12.335
2MASSW J1615441+355900,L3.6,73.6,13.515,14.539,12.935,12.673,12.335
2MASSW J1645221-131951,L1.5,71.5,11.685,12.451,11.145,10.828,10.562
2MASSW J1743415+212707,L2.4,72.4,14.785,15.83,14.321,,13.253
2MASSW J1743415+212707,L2.5,72.5,14.785,15.83,14.321,,13.253
54 Psc B,T7.5,87.5,16.661,16.595,16.734,,
BD +01 2920B,T8,88.0,,,,17.884,14.776
BRB 17,L1,71.0,,,,15.68,15.364
BRB 21,L3,73.0,,,,15.931,15.462
BRB 23,L4,74.0,,,,15.938,15.885
BRB 29,L4.5,74.5,,,,16.153,15.88
CFBDS J003402-005205,T8.5,88.5,,,,17.235,14.579
CFBDS J003402-005205,T9,89.0,,,,17.235,14.579
CFBDS J005910.90-011401.3,T8.5,88.5,,,,17.038,13.731
CFBDS J013302.27+023128.4,T8.5,88.5,,,,17.52,15.037
CFBDS J022638.96-072831.8,T6.5,86.5,,,,18.328,16.583
CFBDS J025053.33+162050.7,T2.5,82.5,,,,16.042,15.671
CFBDS J025401.67-182529.2,T6.5,86.5,,,,17.641,15.844
CFBDS J025558.46-173020.2,T1,81.0,,,,15.547,14.818
CFBDS J025718.08-124853.1,T3.5,83.5,,,,16.615,15.585
CFBDS J025805.92-145534.3,T1.5,81.5,,,,15.399,14.771
CFBDS J025840.60-182648.3,T2.5,82.5,,,,16.144,15.149
CFBDS J030130.53-104504.3,T6,86.0,,,,16.915,15.25
CFBDS J030135.11-161418.0,T7,87.0,,,,17.907,15.524
CFBDS J030225.88-144125.4,T6,86.0,,,,17.476,15.768
CFBDS J030226.67-143719.2,T4,84.0,,,,17.263,15.697
CFBDS J030922.29-161426.1,T5.5,85.5,,,,18.197,16.63
CFBDS J090139.82+174051.3,T3.5,83.5,,,,16.853,15.847
CFBDS J090449.60+165347.0,T4,84.0,,,,17.235,16.361
CFBDS J092250.12+152741.4,T7,87.0,,,,19.462,16.239
CFBDS J095914.80+023655.2,T3.5,83.5,,,,18.265,17.16
CFBDS J100113.05+022622.3,T5,85.0,,,,17.97,16.787
CFBDS J102841.01+565401.9,T8,88.0,,,,17.316,14.492
CFBDS J104209.98+580856.6,T6.5,86.5,,,,17.077,15.405
CFBDS J145044.96+092108.7,T3,83.0,,,,17.408,16.647
CFBDS J145847.93+061402.8,T2,82.0,,,,15.857,15.33
CFBDS J150000.50-182407.3,T4.5,84.5,,,,17.201,15.622
CFBDS J151803.64+071645.9,T2.5,82.5,,,,17.277,16.504
CFBDS J152514.82+111833.1,T2.5,82.5,,,,16.859,16.087
CFBDS J152655.80+034536.2,T4,84.0,,,,18.082,16.406
CFBDS J193430.36-214221.0,T3.5,83.5,,,,15.988,15.133
CFBDS J203737.07-192202.9,T0,80.0,,,,16.09,15.381
CFBDS J203841.41-185012.3,T3,83.0,,,,17.631,17.226
CFBDS J204803.61-183212.7,T4.5,84.5,,,,15.991,14.551
CFBDS J212243.69+042941.9,T2,82.0,,,,16.392,15.822
CFBDS J212702.19+002344.7,T3.5,83.5,,,,16.951,15.897
CFBDS J214139.77-033739.0,T1,81.0,,,,16.38,15.855
CFBDS J221336.00-000333.0,T1.5,81.5,,,,17.028,16.363
CFBDS J223856.30+034947.0,T2,82.0,,,,17.075,16.027
CFBDS J232304.41-015232.3,T6,86.0,,,,16.573,15.099
CFBDS J232449.19-045736.5,T4.5,84.5,,,,16.987,16.816
CFBDS J232620.21-025643.7,T3,83.0,,,,16.688,16.01
CFBDS J233051.24-084454.6,T0,80.0,,,,14.585,14.038
CFBDSIR J145829+101343,T8.5,88.5,,,,18.912,15.695
CFBDSIR J145829+101343,T9,89.0,,,,18.912,15.695
CFBDSIR J214947.2-040308.9,T7,87.0,,,,18.536,16.628
CFHT-Hy-20,T2.5,82.5,,,,15.613,14.811
CFHT-Hy-21,T1,81.0,,,,15.343,14.921
CFHT-IC 348-1,L0,70.0,,,,16.279,16.116
CFHT-IC 348-22,L0,70.0,,,,15.222,14.612
CFHT-IC 348-27,L0,70.0,,,,15.486,15.118
CFHT-IC 348-29,L0,70.0,,,,15.784,15.058
CWISE J002727.44-012101.7,T9,89.0,,,,18.201,15.215
CWISE J004143.77-401929.9,T8 pec,88.0,,,,17.037,15.016
CWISE J004311.24-382225.0,T8.5,88.5,,,,18.994,15.27
CWISE J014837.51-104805.6,T8.5,88.5,,,,16.852,14.568
CWISE J022737.75+083008.8,L5 blue,75.0,,,,14.214,13.762
CWISE J042455.69+000221.5,T9,89.0,,,,19.666,15.528
CWISE J080556.14+515330.4,T7.5,87.5,,,,17.014,14.357
CWISE J084506.51-330532.7,T7,87.0,,,,17.433,14.447
CWISE J091105.02+214645.1,T9,89.0,,,,17.39,14.613
CWISE J092503.20-472013.8,T8,88.0,,,,19.234,15.298
CWISE J105512.11+544328.3,T8,88.0,,,,17.332,14.371
CWISE J113833.47+721207.8,T7.5,87.5,,,,17.535,14.803
CWISE J114120.42-211024.5,T9,89.0,,,,18.899,15.478
CWISE J120502.74-180215.5,T8,88.0,,,,17.795,15.016
CWISE J141127.70-481153.4,T6.5,86.5,,,,16.638,14.358
CWISE J153143.38-330657.3,T9,89.0,,,,18.986,14.995
CWISE J153347.50+175306.7,T8,88.0,,,,18.051,14.974
CWISE J183207.94-540943.3,T7,87.0,,,,16.575,14.437
CWISE J192537.88+290159.0,T8.5,88.5,,,,17.172,14.479
CWISE J193824.10+350025.0,T8,88.0,,,,17.426,15.366
CWISE J200304.70-142228.9,L0 beta,70.0,,,,13.709,13.385
CWISE J205701.64-170407.3,T8.5,88.5,,,,18.48,15.195
CWISEP J000229.93+635217.0,T7.5,87.5,,,,18.208,15.733
CWISEP J010527.69-783419.3,T9,89.0,,,,18.911,15.119
CWISEP J040235.55-265145.4,Y1,91.0,,,,17.995,15.583
CWISEP J053644.82-305539.3,T9.5,89.5,,,,19.589,15.645
CWISEP J063428.10+504925.9,Y0,90.0,,,,18.709,15.888
CWISEP J093852.89+063440.6,Y0,90.0,,,,17.843,15.882
CWISEP J135937.65-435226.9,Y0,90.0,,,,19.005,16.046
CWISEP J145837.91+173450.1,T8,88.0,,,,18.732,15.37
CWISEP J153859.39+482659.1,T9.5,89.5,,,,18.038,15.744
CWISEP J193518.58-154620.3,Y1,91.0,,,,18.754,15.792
CWISEP J201146.45-481259.7,Y0,90.0,,,,17.767,15.334
CWISEP J203821.53-064930.9,T9.5,89.5,,,,19.332,15.962
CWISEP J223022.60+254907.5,Y1,91.0,,,,18.672,16.227
CWISEP J225628.97+400227.3,Y1,91.0,,,,18.774,15.856
CWISEP J235547.99+380438.9,Y0,90.0,,,,19.332,15.936
CWISEP J235644.78-481456.3,Y0.5,90.5,,,,18.843,16.066
Cha 130540-773958,L0::,70.0,,,,14.992,14.38
Cha 130540-773958,L1:,71.0,,,,14.992,14.38
Cl* Melotte 22 ROQUE 25,L0,70.0,,,,15.865,15.291
DENIS J0006579-643654,L0,70.0,12.66,13.385,12.17,11.715,11.424
DENIS J0116529-645557,L1,71.0,,,,12.845,12.591
DENIS J0224120-763320,L0,70.0,,,,13.479,13.232
DENIS J0230450-095305,L0,70.0,13.91,14.82,13.403,12.941,12.72
DENIS J0230450-095305,L0.9,70.9,13.91,14.82,13.403,12.941,12.72
DENIS J031433.1-462339,L2,72.0,13.92,14.753,13.338,13.008,12.749
DENIS J1004403-131818,L1:,71.0,13.883,14.685,13.357,12.766,12.5
DENIS J1013-7842,L3,73.0,,,,11.321,11.026
DENIS J1019245-270717,L0.5,70.5,12.906,13.526,12.471,12.256,11.964
DENIS J1206501-393725,L1.9,71.9,13.598,14.316,13.094,12.785,12.526
DENIS J1206501-393725,L2,72.0,13.598,14.316,13.094,12.785,12.526
DENIS J1707252-013809,L0.5,70.5,13.566,14.289,13.067,12.596,12.365
DENIS J1707252-013809,L1.0,71.0,13.566,14.289,13.067,12.596,12.365
DENIS J2013108-124244,L0.7,70.7,,,,12.972,12.698
DENIS J2013108-124244,L1.5,71.5,,,,12.972,12.698
DENIS J2139136-352950,L0,70.0,,,,12.887,12.619
DENIS J2139136-352950,L2.1:,72.1,,,,12.887,12.619
DENIS J2308113-272200,L1.4,71.4,,,,12.976,12.713
DENIS J2308113-272200,L1.5,71.5,,,,12.976,12.713
DENIS J2329343-540858,L3,73.0,,,,13.441,13.088
DENIS J2354599-185221,L2,72.0,,,,12.566,12.328
DENIS J2354599-185221,L2.6:,72.6,,,,12.566,12.328
DENIS-P J0716478-063037,L1.1,71.1,13.068,13.9,12.56,12.186,12.015
DENIS-P J0716478-063037,L1:,71.0,13.068,13.9,12.56,12.186,12.015
DENIS-P J0812316-244442,L0.9,70.9,12.929,13.817,12.391,12.013,11.854
DENIS-P J0812316-244442,L2.5:,72.5,12.929,13.817,12.391,12.013,11.854
DENIS-P J0823031-491201,L1.5,71.5,12.636,13.547,12.062,11.419,11.131
DENIS-P J090957.1-065806,L0,70.0,13.09,13.89,12.539,12.237,11.989
DENIS-P J090957.1-065806,L0:,70.0,13.09,13.89,12.539,12.237,11.989
DENIS-P J104731.1-181558,L0: FLD-G,70.0,13.423,14.199,12.891,12.589,12.368
DENIS-P J104731.1-181558,L2.5,72.5,13.423,14.199,12.891,12.589,12.368
DENIS-P J1048278-525418,L0.5,70.5,13.21,14.02,12.666,12.206,12.025
DENIS-P J1048278-525418,L1.5:,71.5,13.21,14.02,12.666,12.206,12.025
DENIS-P J1157480-484442,L0.5:,70.5,13.33,14.01,12.793,12.484,12.237
DENIS-P J1159+0057,L0,70.0,,,,12.366,12.079
DENIS-P J1159+0057,L0.4,70.4,,,,12.366,12.079
DENIS-P J1253108-570924,L0.5:,70.5,12.666,13.454,12.051,11.641,11.396
DENIS-P J1323-1806,L0,70.0,,,,13.337,13.112
DENIS-P J1323-1806,L0.0,70.0,,,,13.337,13.112
DENIS-P J144137.2-094558,L0.5,70.5,13.19,14.02,12.661,12.322,12.079
DENIS-P J144137.2-094558,L1: FLD-G,71.0,13.19,14.02,12.661,12.322,12.079
DENIS-P J1454078-660447,L3.5:,73.5,12.168,13.059,11.721,11.218,10.833
DENIS-P J1733423-165449,L0.5:,70.5,12.805,13.528,12.35,11.882,11.679
DENIS-P J1733423-165449,L0.9,70.9,12.805,13.528,12.35,11.882,11.679
DENIS-P J1756561-480509,L0:,70.0,12.709,13.409,12.19,11.874,11.635
DENIS-P J1909081-193748,L1:,71.0,13.543,14.52,12.915,12.466,12.18
DENIS-P J2146.1-2153,L0,70.0,13.282,13.63,13.313,14.102,13.837
EQ J0150+3827,T0,80.0,15.018,16.111,14.477,13.746,13.165
EQ J0223-2932,T7.5,87.5,,,,17.021,14.056
EQ J0307+2904,T6.5,86.5,,,,17.152,15.035
EQ J0410+1411,T6,86.0,,,,17.106,15.02
EQ J0448-1935,T5 pec,85.0,,,,16.302,14.23
EQ J0500-1223,T8,88.0,,,,16.974,14.1
EQ J0525+6739,T6 pec,86.0,,,,17.292,14.938
EQ J0623-0456,T8,88.0,,,,16.501,13.77
EQ J0952+1955,T6,86.0,,,,16.862,14.549
EQ J1122+2550,T6,86.0,16.64,16.376,16.55,16.268,14.107
EQ J1320+6034,T6.5,86.5,,,,16.642,14.552
EQ J1322-2340,T8,88.0,,,,16.716,13.952
EQ J1457+5815,T7,87.0,,,,16.781,14.441
EQ J1457+5815,T8,88.0,,,,16.781,14.441
EQ J1542+2230,T9.5,89.5,,,,18.441,15.065
EQ J1653+4444,T8,88.0,,,,16.515,13.839
EQ J2213+0911,T7,87.0,,,,16.688,14.635
EQ J2239+1617,T3,83.0,15.416,16.079,15.36,14.717,13.534
EQ J2255-3118,T8,88.0,,,,16.614,14.177
EQ J2319-1844,T7.5,87.5,,,,16.838,13.932
EQ J2348-1028,T7,87.0,,,,16.7,14.387
GJ 494 C,T7.5,87.5,,,,16.009,13.736
GJ 494 C,T8,88.0,,,,16.009,13.736
GJ 618.1B,L2.4,72.4,14.348,15.283,13.598,,
GJ 618.1B,L2.5,72.5,14.348,15.283,13.598,,
GU Psc b,T1.5,81.5,,,,15.647,15.149
